region,category,parameter,mode,powertrain,year,unit,value
Germany,Historical,EV sales,Trucks,BEV,2023,Vehicles,2200
Mexico,Historical,EV sales,Cars,PHEV,2023,Vehicles,2200
Lithuania,Historical,EV sales,Cars,BEV,2023,Vehicles,2100
Canada,Historical,EV sales,Trucks,BEV,2023,Vehicles,2000
China,Projection-STEPS,EV sales,Vans,FCEV,2023,Vehicles,1900
China,Projection-APS,EV sales,Vans,FCEV,2023,Vehicles,1900
China,Historical,EV sales,Vans,FCEV,2023,Vehicles,1900
Bulgaria,Historical,EV sales,Cars,BEV,2023,Vehicles,1800
Latvia,Historical,EV sales,Cars,BEV,2023,Vehicles,1700
Croatia,Historical,EV sales,Cars,BEV,2023,Vehicles,1600
Finland,Historical,EV sales,Vans,BEV,2023,Vehicles,1600
Estonia,Historical,EV sales,Cars,BEV,2023,Vehicles,1400
United Kingdom,Historical,EV sales,Trucks,BEV,2023,Vehicles,1400
China,Projection-STEPS,EV sales,Buses,PHEV,2023,Vehicles,1300
China,Projection-APS,EV sales,Buses,PHEV,2023,Vehicles,1300
China,Historical,EV sales,Buses,PHEV,2023,Vehicles,1300
United Kingdom,Historical,EV sales,Buses,BEV,2023,Vehicles,1300
China,Projection-STEPS,EV sales,Buses,FCEV,2023,Vehicles,1200
China,Projection-APS,EV sales,Buses,FCEV,2023,Vehicles,1200
China,Historical,EV sales,Buses,FCEV,2023,Vehicles,1200
Netherlands,Historical,EV sales,Trucks,BEV,2023,Vehicles,1200
Italy,Historical,EV sales,Vans,PHEV,2023,Vehicles,1000
Slovenia,Historical,EV sales,Cars,PHEV,2023,Vehicles,1000
Croatia,Historical,EV sales,Cars,PHEV,2023,Vehicles,990
Germany,Historical,EV sales,Buses,BEV,2023,Vehicles,840
Brazil,Historical,EV sales,Trucks,BEV,2023,Vehicles,810
South Africa,Historical,EV sales,Cars,BEV,2023,Vehicles,810
Canada,Historical,EV sales,Buses,BEV,2023,Vehicles,790
Cyprus,Historical,EV sales,Cars,BEV,2023,Vehicles,790
EU27,Historical,EV sales,Cars,FCEV,2023,Vehicles,770
Switzerland,Historical,EV sales,Buses,BEV,2023,Vehicles,770
USA,Projection-APS,EV sales,Buses,BEV,2023,Vehicles,750
USA,Projection-STEPS,EV sales,Buses,BEV,2023,Vehicles,750
USA,Historical,EV sales,Buses,BEV,2023,Vehicles,750
France,Historical,EV sales,Buses,BEV,2023,Vehicles,740
Norway,Historical,EV sales,Trucks,BEV,2023,Vehicles,700
Brazil,Historical,EV sales,Vans,BEV,2023,Vehicles,690
Estonia,Historical,EV sales,Cars,PHEV,2023,Vehicles,560
Norway,Historical,EV sales,Buses,BEV,2023,Vehicles,540
China,Projection-STEPS,EV sales,Cars,FCEV,2023,Vehicles,520
China,Projection-APS,EV sales,Cars,FCEV,2023,Vehicles,520
China,Historical,EV sales,Cars,FCEV,2023,Vehicles,520
Spain,Historical,EV sales,Buses,BEV,2023,Vehicles,520
Chile,Historical,EV sales,Cars,PHEV,2023,Vehicles,510
Cyprus,Historical,EV sales,Cars,PHEV,2023,Vehicles,510
New Zealand,Historical,EV sales,Vans,BEV,2023,Vehicles,500
Israel,Historical,EV sales,Buses,BEV,2023,Vehicles,450
Spain,Historical,EV sales,Trucks,BEV,2023,Vehicles,440
Chile,Historical,EV sales,Cars,BEV,2023,Vehicles,410
Italy,Historical,EV sales,Buses,BEV,2023,Vehicles,410
Switzerland,Historical,EV sales,Trucks,BEV,2023,Vehicles,380
Denmark,Historical,EV sales,Vans,PHEV,2023,Vehicles,370
Korea,Historical,EV sales,Buses,FCEV,2023,Vehicles,370
Bulgaria,Historical,EV sales,Cars,PHEV,2023,Vehicles,360
Germany,Historical,EV sales,Vans,PHEV,2023,Vehicles,360
Latvia,Historical,EV sales,Cars,PHEV,2023,Vehicles,360
Poland,Historical,EV sales,Buses,BEV,2023,Vehicles,360
Portugal,Historical,EV sales,Buses,BEV,2023,Vehicles,360
India,Projection-STEPS,EV sales,Vans,BEV,2023,Vehicles,350
India,Projection-APS,EV sales,Vans,BEV,2023,Vehicles,350
India,Historical,EV sales,Vans,BEV,2023,Vehicles,350
Belgium,Historical,EV sales,Buses,BEV,2023,Vehicles,340
China,Projection-STEPS,EV sales,Trucks,PHEV,2023,Vehicles,320
China,Historical,EV sales,Trucks,PHEV,2023,Vehicles,320
China,Projection-APS,EV sales,Trucks,PHEV,2023,Vehicles,320
Denmark,Historical,EV sales,Trucks,BEV,2023,Vehicles,320
Japan,Historical,EV sales,Cars,FCEV,2023,Vehicles,320
France,Historical,EV sales,Cars,FCEV,2023,Vehicles,310
Sweden,Historical,EV sales,Buses,BEV,2023,Vehicles,310
Sweden,Historical,EV sales,Trucks,BEV,2023,Vehicles,290
India,Projection-APS,EV sales,Cars,PHEV,2023,Vehicles,270
India,Projection-STEPS,EV sales,Cars,PHEV,2023,Vehicles,270
India,Historical,EV sales,Cars,PHEV,2023,Vehicles,270
South Africa,Historical,EV sales,Cars,PHEV,2023,Vehicles,270
Germany,Historical,EV sales,Cars,FCEV,2023,Vehicles,260
France,Historical,EV sales,Vans,PHEV,2023,Vehicles,220
Brazil,Historical,EV sales,Buses,BEV,2023,Vehicles,200
Denmark,Historical,EV sales,Buses,BEV,2023,Vehicles,200
Netherlands,Historical,EV sales,Buses,BEV,2023,Vehicles,180
Belgium,Historical,EV sales,Trucks,BEV,2023,Vehicles,160
EU27,Historical,EV sales,Buses,PHEV,2023,Vehicles,160
EU27,Historical,EV sales,Buses,FCEV,2023,Vehicles,150
Norway,Historical,EV sales,Vans,PHEV,2023,Vehicles,130
Belgium,Historical,EV sales,Buses,PHEV,2023,Vehicles,110
Finland,Historical,EV sales,Buses,BEV,2023,Vehicles,110
United Kingdom,Historical,EV sales,Vans,PHEV,2023,Vehicles,110
New Zealand,Historical,EV sales,Buses,BEV,2023,Vehicles,100
Seychelles,Historical,EV sales,Cars,BEV,2023,Vehicles,100
Israel,Historical,EV sales,Vans,BEV,2023,Vehicles,90
Netherlands,Historical,EV sales,Vans,PHEV,2023,Vehicles,90
Poland,Historical,EV sales,Cars,FCEV,2023,Vehicles,83
Finland,Historical,EV sales,Trucks,BEV,2023,Vehicles,76
Japan,Historical,EV sales,Buses,BEV,2023,Vehicles,69
Netherlands,Historical,EV sales,Cars,FCEV,2023,Vehicles,65
EU27,Historical,EV sales,Vans,FCEV,2023,Vehicles,58
Japan,Historical,EV sales,Trucks,BEV,2023,Vehicles,50
Germany,Historical,EV sales,Vans,FCEV,2023,Vehicles,48
Germany,Historical,EV sales,Buses,FCEV,2023,Vehicles,43
United Kingdom,Historical,EV sales,Buses,FCEV,2023,Vehicles,43
EU27,Historical,EV sales,Trucks,PHEV,2023,Vehicles,38
Poland,Historical,EV sales,Buses,FCEV,2023,Vehicles,34
Spain,Historical,EV sales,Buses,PHEV,2023,Vehicles,29
Switzerland,Historical,EV sales,Cars,FCEV,2023,Vehicles,27
Netherlands,Historical,EV sales,Trucks,PHEV,2023,Vehicles,26
United Kingdom,Historical,EV sales,Cars,FCEV,2023,Vehicles,25
Belgium,Historical,EV sales,Vans,PHEV,2023,Vehicles,24
France,Historical,EV sales,Buses,FCEV,2023,Vehicles,22
EU27,Historical,EV sales,Trucks,FCEV,2023,Vehicles,19
Canada,Historical,EV sales,Trucks,FCEV,2023,Vehicles,18
New Zealand,Historical,EV sales,Vans,PHEV,2023,Vehicles,15
Finland,Historical,EV sales,Vans,PHEV,2023,Vehicles,14
Italy,Historical,EV sales,Buses,FCEV,2023,Vehicles,14
Canada,Historical,EV sales,Cars,FCEV,2023,Vehicles,13
Spain,Historical,EV sales,Buses,FCEV,2023,Vehicles,13
Austria,Historical,EV sales,Cars,FCEV,2023,Vehicles,9
Belgium,Historical,EV sales,Cars,FCEV,2023,Vehicles,9
Netherlands,Historical,EV sales,Buses,FCEV,2023,Vehicles,9
Belgium,Historical,EV sales,Trucks,PHEV,2023,Vehicles,8
Germany,Historical,EV sales,Trucks,FCEV,2023,Vehicles,8
Netherlands,Historical,EV sales,Trucks,FCEV,2023,Vehicles,8
Sweden,Historical,EV sales,Buses,FCEV,2023,Vehicles,8
Australia,Historical,EV sales,Cars,FCEV,2023,Vehicles,6
Norway,Historical,EV sales,Cars,FCEV,2023,Vehicles,6
Germany,Historical,EV sales,Buses,PHEV,2023,Vehicles,5
Spain,Historical,EV sales,Vans,PHEV,2023,Vehicles,5
Sweden,Historical,EV sales,Vans,PHEV,2023,Vehicles,5
Germany,Historical,EV sales,Trucks,PHEV,2023,Vehicles,4
New Zealand,Historical,EV sales,Cars,FCEV,2023,Vehicles,4
Spain,Historical,EV sales,Cars,FCEV,2023,Vehicles,4
Poland,Historical,EV sales,Buses,PHEV,2023,Vehicles,3
India,Projection-STEPS,EV sales,Buses,FCEV,2023,Vehicles,2
India,Projection-APS,EV sales,Buses,FCEV,2023,Vehicles,2
India,Historical,EV sales,Buses,FCEV,2023,Vehicles,2
Italy,Historical,EV sales,Cars,FCEV,2023,Vehicles,2
Portugal,Historical,EV sales,Cars,FCEV,2023,Vehicles,2
Sweden,Historical,EV sales,Cars,FCEV,2023,Vehicles,2
Denmark,Historical,EV sales,Cars,FCEV,2023,Vehicles,1
France,Historical,EV sales,Trucks,FCEV,2023,Vehicles,1
Iceland,Historical,EV sales,Cars,FCEV,2023,Vehicles,1
Portugal,Historical,EV sales,Buses,FCEV,2023,Vehicles,1
